Protein name,Uniprot ID,NCBI Gene ID,Function
FBLN2,P98095,2199,target gene
YES1,P07947,7525,target gene
HIST1H2BL,Q99880,8340,target gene
RPL26,P61254,6154,target gene
FOXO3,O43524,2309,transcription factor and target gene
ME1,P48163,4199,target gene
SPAG5,Q96R06,10615,target gene
GJA1,P17302,2697,target gene
HLA-DRB1,Q9TQE0,-,target gene
GFI1B,Q5VTD9,8328,transcription factor and target gene
FPGT,O14772,8790,target gene
PAICS,P22234,10606,target gene
CHRM3,P20309,1131,target gene
CRYGB,P07316,1419,target gene
ITGA4,P13612,3676,target gene
NBN,O60934,4683,target gene
TRPM2,O94759,7226,target gene
ELF4,Q99607,2000,transcription factor and target gene
SF1,Q15637,7536,transcription factor and target gene
CRYZ,Q08257,1429,target gene
PIK3CA,P42336,5290,target gene
GKN2,Q86XP6,200504,target gene
B4DSX9_HUMAN,B4DSX9,1056,target gene
RXFP2,Q8WXD0,122042,target gene
RADX,Q6NSI4,55086,target gene
VEZF1,Q14119,7716,transcription factor
TLR2,O60603,7097,target gene
TNFAIP2,Q03169,7127,target gene
CABLES1,Q8TDN4,91768,target gene
PSMC6,P62333,5706,target gene
PTPA,Q15257,5524,target gene
ATF6,P18850,22926,transcription factor and target gene
GDF5,P43026,8200,target gene
METTL3,Q86U44,56339,target gene
ACOX1,Q15067,51,target gene
USPL1,Q5W0Q7,10208,target gene
PTN,P21246,5764,target gene
EEF1A1,P68104,1915,target gene
GTF2H2,Q13888,2966,target gene
SLC22A2,O15244,6582,target gene
ITGA5,P08648,3678,target gene
APAF1,O14727,317,target gene
GRM2,Q14416,2912,target gene
PBX4,Q9BYU1,80714,target gene
CCNE1,P24864,898,target gene
G6PD,P11413,2539,target gene
ETNK2,Q9NVF9,55224,target gene
DPYSL2,Q16555,1808,target gene
LGR5,O75473,8549,target gene
USF1,P22415,7391,transcription factor and target gene
JAG1,P78504,182,target gene
COL10A1,Q03692,1300,target gene
CYP19A1,P11511,1588,target gene
VCAN,P13611,1462,target gene
PSG3,Q16557,5671,target gene
ZFPL1,O95159,7542,target gene
PHGDH,O43175,26227,target gene
CCR2,P41597,729230,target gene
NFAT5,O94916,10725,transcription factor and target gene
INSM1,Q01101,3642,target gene
SLC2A3,P11169,6515,target gene
ACTA2,P62736,59,target gene
ERP44,Q9BS26,23071,target gene
SRF,P11831,6722,transcription factor and target gene
FDXR,P22570,2232,target gene
KRT1,P04264,3848,target gene
NPY,P01303,4852,target gene
ABCE1,P61221,6059,target gene
NPC1L1,Q9UHC9,29881,target gene
RPL31,P62899,6160,target gene
TFDP3,Q5H9I0,51270,transcription factor
ALDOA,P04075,226,target gene
BNC1,Q01954,646,target gene
DBP,Q10586,1628,transcription factor and target gene
HSPE1,P61604,3336,target gene
MMACHC,Q9Y4U1,25974,target gene
PAFAH1B1,P43034,5048,target gene
DEFB1,P60022,1672,target gene
POLR3G,O15318,10622,target gene
C1QBP,Q07021,708,target gene
TRIB1,Q96RU8,10221,target gene
SKP1,P63208,6500,target gene
PMEL,P40967,6490,target gene
RELA,Q04206,5970,transcription factor and target gene
CCNB2,O95067,9133,target gene
VHL,P40337,7428,transcription factor and target gene
NRXN1,Q9ULB1,9378,target gene
WAS,P42768,7454,target gene
NFE2L2,Q16236,4780,transcription factor
DLX5,P56178,1749,transcription factor and target gene
GOT1,P17174,2805,target gene
CALM1,P0DP23,801;805;808,target gene
SMC1A,Q14683,8243,target gene
ARX,Q96QS3,170302,transcription factor
CREB3L1,Q96BA8,90993,transcription factor
PEBP1,P30086,5037,target gene
PSEN2,P49810,5664,target gene
TSC1,Q92574,7248,target gene
SRD5A3,Q9H8P0,79644,target gene
ACBD3,Q9H3P7,64746,target gene
PITX3,O75364,5309,transcription factor and target gene
CD63,P08962,967,target gene
IL13RA2,Q14627,3598,target gene
ZIC1,Q15915,7545,transcription factor
FEN1,P39748,2237,target gene
SEC62,Q99442,7095,target gene
PCSK1,P29120,5122,target gene
CCDC65,Q8IXS2,85478,target gene
CREB3L4,Q8TEY5,148327,transcription factor
SH2D1B,O14796,117157,target gene
CITED2,Q99967,10370,transcription factor and target gene
CSTA,P01040,1475,target gene
FCGR1A,P12314,2209,target gene
EPSTI1,Q96J88,94240,target gene
KDM6A,O15550,7403,target gene
NUP62,P37198,23636,target gene
UGT2B15,P54855,7366,target gene
CYYR1,Q96J86,116159,target gene
RRP1B,Q14684,23076,target gene
MAML1,Q92585,9794,transcription factor and target gene
CYP2J2,P51589,1573,target gene
MAN2A1,Q16706,4124,target gene
TSHB,P01222,7252,target gene
HOXC8,P31273,3224,transcription factor and target gene
NTN3,O00634,4917,target gene
HCN2,Q9UL51,610,target gene
DDX20,Q9UHI6,11218,target gene
EIF2S1,P05198,1965,target gene
UGT1A10,Q9HAW8,54575,target gene
LCAT,P04180,3931,target gene
BCAR1,P56945,9564,target gene
SFTPC,P11686,6440,target gene
NRF1,Q16656,4899,transcription factor and target gene
CX3CL1,P78423,6376,target gene
ATR,Q13535,545,target gene
ALDH5A1,P51649,7915,target gene
CD14,P08571,929,target gene
MGP,P08493,4256,target gene
TAF6,P49848,6878,target gene
MAPKAPK3,Q16644,7867,target gene
PSMA1,P25786,5682,target gene
PDCD11,Q14690,22984,transcription factor
NR2E3,Q9Y5X4,10002,transcription factor and target gene
HOXD10,P28358,3236,transcription factor
MAPK7,Q13164,5598,target gene
ATP2C1,P98194,27032,target gene
SP100,P23497,6672,transcription factor and target gene
CSF1,P09603,1435,target gene
MTHFR,P42898,4524,target gene
CDK11A,Q9UQ88,728642,target gene
DGKG,P49619,1608,target gene
POLR3A,O14802,11128,target gene
MYCBP,Q99417,26292,target gene
ESYT3,A0FGR9,83850,target gene
AP1B1,Q10567,162,target gene
AIFM2,Q9BRQ8,84883,target gene
ITGB3BP,Q13352,23421,target gene
GCG,P01275,2641,target gene
AKAP9,Q99996,10142,target gene
HPR,P00739,3250,target gene
COX4I1,P13073,1327,target gene
SLC22A10,Q63ZE4,387775,target gene
NOL9,Q5SY16,79707,target gene
CYP26A1,O43174,1592,target gene
KRT6A,P02538,3853,target gene
CRYGA,P11844,1418,target gene
UBE2D3,P61077,7323,target gene
HSD17B2,P37059,3294,target gene
DACT1,Q9NYF0,51339,target gene
LILRB4,Q8NHJ6,11006,target gene
ASAP2,O43150,8853,target gene
FLT3,P36888,2322,target gene
PLA2G2A,P14555,5320,target gene
KLF1,Q13351,10661,transcription factor and target gene
NLRP2,Q9NX02,55655,target gene
PMVK,Q15126,10654,target gene
NLRC4,Q9NPP4,58484,target gene
KLF7,O75840,8609,transcription factor
NRG1,Q02297,3084,target gene
RAB3A,P20336,5864,target gene
HBA1,Q6J1Z9,-,target gene
CREG1,O75629,8804,transcription factor and target gene
ALDH3A1,P30838,218,target gene
EBNA1BP2,Q99848,10969,target gene
COL4A4,P53420,1286,target gene
GALR1,P47211,2587,target gene
SREBF1,P36956,6720,transcription factor and target gene
NQO2,P16083,4835,target gene
MTF1,Q14872,4520,transcription factor and target gene
ATAD2,Q6PL18,29028,target gene
EPB41L3,Q9Y2J2,23136,target gene
CLDN3,O15551,1365,target gene
TAL1,P17542,6886,transcription factor and target gene
FADS2,O95864,9415,target gene
ADAMTS14,Q8WXS8,140766,target gene
SLC39A7,Q92504,7922,target gene
DNAJC3,Q13217,5611,target gene
AICDA,Q9GZX7,57379,target gene
RNASE2,P10153,6036,target gene
CA7,P43166,766,target gene
SLC6A6,P31641,6533,target gene
HBA2,D1MGQ2,3039;3040,target gene
HLA-DPB1,P04440,3115,target gene
DHCR24,Q15392,1718,target gene
IL23A,Q9NPF7,51561,target gene
SMPD2,O60906,6610,target gene
AKT2,P31751,208,target gene
RAB4B,P61018,53916,target gene
BTRC,Q9Y297,8945,target gene
MUC5B,Q9HC84,727897,target gene
MTCH1,Q9NZJ7,23787,target gene
SLC2A13,Q96QE2,114134,target gene
ABCB11,O95342,8647,target gene
PRG2,P13727,5553,target gene
ADGRB2,O60241,576,target gene
CPT2,P23786,1376,target gene
CHRNA5,P30532,1138,target gene
SMARCB1,Q12824,6598,transcription factor and target gene
IGF1,P05019,3479,target gene
SERPINB2,P05120,5055,target gene
GM2A,P17900,2760,target gene
SLC39A3,Q9BRY0,29985,target gene
COL7A1,Q02388,1294,target gene
PAX4,O43316,5078,transcription factor and target gene
NELL1,Q92832,4745,target gene
THBS2,P35442,7058,target gene
TAF1C,Q15572,9013,target gene
STRA6,Q9BX79,64220,target gene
PMAIP1,Q13794,5366,target gene
SPRR2A,P35326,6700,target gene
PCBD1,P61457,5092,transcription factor
MMP1,P03956,4312,target gene
GCGR,P47871,2642,target gene
HTR1F,P30939,3355,target gene
P2RX6,O15547,9127,target gene
ITGAD,Q13349,3681,target gene
ALDOB,P05062,229,target gene
SLC43A1,O75387,8501,target gene
MAP3K14,Q99558,9020,target gene
CDKN3,Q16667,1033,target gene
HOPX,Q9BPY8,84525,transcription factor and target gene
CDO1,Q16878,1036,target gene
CCNG2,Q16589,901,target gene
ALB,P02768,213,target gene
NAGK,Q9UJ70,55577,target gene
CHRNB4,P30926,1143,target gene
NPRL2,Q8WTW4,10641,target gene
MRPL40,Q9NQ50,64976,target gene
BCL2A1,Q16548,597,target gene
RAD51B,O15315,5890,target gene
GSK3A,P49840,2931,target gene
PCSK6,P29122,5046,target gene
TERF2,Q15554,7014,target gene
S1PR1,P21453,1901,target gene
IL11RA,Q14626,3590,target gene
ATP6V1G2,O95670,534,target gene
FOXH1,O75593,8928,transcription factor and target gene
NUDT4,Q9NZJ9,11163,target gene
IHH,Q14623,3549,target gene
AGA,P20933,175,target gene
ESRRB,O95718,2103,transcription factor
LILRB1,Q8NHL6,10859,target gene
SCML2,Q9UQR0,10389,target gene
CD164,Q04900,8763,target gene
TPP2,P29144,7174,target gene
HSPD1,P10809,3329,target gene
MAGEA4,P43358,4103,target gene
COX7A1,P24310,1346,target gene
FOXD3,Q9UJU5,27022,transcription factor
CDKN2A,P42771,1029,target gene
NCOR1,O75376,9611,transcription factor and target gene
DDX1,Q92499,1653,target gene
SPI1,P17947,6688,transcription factor and target gene
CISH,Q9NSE2,1154,target gene
LRIG2,O94898,9860,target gene
PHLDA1,Q8WV24,22822,target gene
PLG,P00747,5340,target gene
SMAD6,O43541,4091,transcription factor and target gene
LILRB2,Q8N423,-,target gene
ARHGEF17,Q96PE2,9828,target gene
DYRK1A,Q13627,1859,target gene
CRYBG3,Q68DQ2,131544,target gene
CDH2,P19022,1000,target gene
PRKN,O60260,5071,target gene
PCLAF,Q15004,9768,target gene
HSD11B1,P28845,3290,target gene
KCNA5,P22460,3741,target gene
HSP90AA1,P07900,3320,target gene
CDC45,O75419,8318,target gene
CCNT1,O60563,904,target gene
CNTN1,Q12860,1272,target gene
UMOD,P07911,7369,target gene
ZNF778,Q96MU6,197320,target gene
REL,Q04864,5966,transcription factor and target gene
LY86,O95711,9450,target gene
FUBP3,Q96I24,8939,transcription factor
PLTP,P55058,5360,target gene
MRVI1,Q9Y6F6,10335,target gene
ASCL2,Q99929,430,target gene
RARG,P13631,5916,transcription factor and target gene
ING1,Q9UK53,3621,transcription factor and target gene
SNAI2,O43623,6591,transcription factor and target gene
RHOC,P08134,389,target gene
HFE,Q30201,3077,target gene
GNAS,P84996,2778,target gene
CCDC33,Q8N5R6,80125,target gene
CNOT7,Q9UIV1,29883,transcription factor
SOX10,P56693,6663,transcription factor and target gene
SAFB2,Q14151,9667,target gene
MTRR,Q9UBK8,4552,target gene
DCK,P27707,1633,target gene
KPNA2,P52292,3838,target gene
FURIN,P09958,5045,target gene
PREP,P48147,5550,target gene
TIGD3,Q6B0B8,220359,target gene
CAD,P27708,790,target gene
ZMYM5,Q9UJ78,9205,target gene
ITGAM,P11215,3684,target gene
GYPA,P02724,2993,target gene
PENK,P01210,5179,target gene
ATP2A2,P16615,488,target gene
ATN1,P54259,1822,target gene
STK4,Q13043,6789,target gene
HLA-B,P30483,-,target gene
PML,P29590,5371,transcription factor and target gene
DDIT3,P35638,1649,transcription factor and target gene
FGF2,P09038,2247,target gene
TOP1MT,Q969P6,116447,target gene
CYP2C9,P11712,1559,target gene
UBE2L3,P68036,7332,target gene
IGFBP2,P18065,3485,target gene
ACYP2,P14621,98,target gene
HLA-B,Q31610,-,target gene
FAAH,O00519,2166,target gene
NCBP2,P52298,22916,target gene
PTF1A,Q7RTS3,256297,transcription factor
KCTD11,Q693B1,147040,target gene
HOXC6,P09630,3223,transcription factor and target gene
DLL4,Q9NR61,54567,target gene
MXI1,P50539,4601,transcription factor and target gene
LIG3,P49916,3980,target gene
PDK2,Q15119,5164,target gene
SIM2,Q14190,6493,transcription factor and target gene
MSMB,P08118,4477,target gene
NRG2,O14511,9542,target gene
ETV6,P41212,2120,transcription factor and target gene
NR1H3,Q13133,10062,transcription factor and target gene
PPP1R3E,Q9H7J1,90673,target gene
RPL10,P27635,6134,target gene
PPP4C,P60510,5531,target gene
AGT,P01019,183,target gene
STAR,P49675,6770,target gene
XPA,P23025,7507,target gene
WNT3A,P56704,89780,target gene
MMP21,Q8N119,118856,target gene
NFIL3,Q16649,4783,transcription factor and target gene
MAP4K2,Q12851,5871,target gene
CDKN2D,P55273,1032,target gene
PIM2,Q9P1W9,11040,target gene
WASF3,Q9UPY6,10810,target gene
RPL18,Q07020,6141,target gene
DNASE1L2,Q92874,1775,target gene
HLA-C,P10321,3107,target gene
BDNF,P23560,627,target gene
TALDO1,P37837,6888,target gene
SESN3,P58005,143686,target gene
WTAP,Q15007,9589,target gene
AFP,P02771,174,target gene
DDB1,Q16531,1642,transcription factor and target gene
CEACAM6,P40199,4680,target gene
RARA,P10276,5914,transcription factor and target gene
CCL26,Q9Y258,10344,target gene
Q86SR3_HUMAN,Q86SR3,1056,target gene
FOXP2,O15409,93986,transcription factor and target gene
GLA,P06280,2717,target gene
PIK3C3,Q8NEB9,5289,target gene
AKAP12,Q02952,9590,target gene
HEMGN,Q9BXL5,55363,target gene
CEACAM1,P13688,634,target gene
BEST1,O76090,7439,target gene
NPTX2,P47972,4885,target gene
VAMP1,P23763,6843,target gene
IL3,P08700,3562,target gene
SH3BP2,P78314,6452,target gene
IL5RA,Q01344,3568,target gene
XIAP,P98170,331,target gene
PFKFB2,O60825,5208,target gene
RASGEF1B,Q0VAM2,153020,target gene
IGF1R,P08069,3480,target gene
DDO,Q99489,8528,target gene
MT1E,P04732,4493,target gene
ETFA,P13804,2108,target gene
TFF1,P04155,7031,target gene
EYA3,Q99504,2140,target gene
GCLM,P48507,2730,target gene
ATF4,P18848,468,transcription factor and target gene
JCHAIN,P01591,3512,target gene
SRPX,P78539,8406,target gene
ATP1B1,P05026,481,target gene
ATF2,P15336,1386,transcription factor and target gene
HBA1,U6A216,-,target gene
TXN,P10599,7295,target gene
CDK5,Q00535,1020,target gene
BTN2A1,Q7KYR7,11120,target gene
ARL1,P40616,400,target gene
TH,P07101,7054,target gene
HMGXB4,Q9UGU5,10042,target gene
CHGA,P10645,1113,target gene
PBXIP1,Q96AQ6,57326,target gene
HBA1,P69905,3039;3040,target gene
KCNK10,P57789,54207,target gene
PDGFRA,P16234,5156,target gene
ALOX12,P18054,239,target gene
USP7,Q93009,7874,target gene
NIN,Q8N4C6,51199,target gene
ZNF540,Q8NDQ6,163255,target gene
BACE1,P56817,23621,target gene
ATP6V0E1,O15342,8992,target gene
HBA2,A0A2R8Y7C0,-,target gene
MEFV,O15553,4210,target gene
LRP3,O75074,4037,target gene
DLX4,Q92988,1748,transcription factor
UCP1,P25874,7350,target gene
EIF4G1,Q04637,1981,target gene
SAP18,O00422,10284,target gene
HLA-DQB2,P05538,3120,target gene
CDC37,Q16543,11140,target gene
HK3,P52790,3101,target gene
DDIT4,Q9NX09,54541,target gene
UGT2B17,O75795,7367,target gene
LCP1,P13796,3936,target gene
HBEGF,Q99075,1839,target gene
SCT,P09683,6343,target gene
LINGO2,Q7L985,158038,target gene
FLNA,P21333,2316,target gene
BLMH,Q13867,642,target gene
P2RX3,P56373,5024,target gene
COL6A3,P12111,1293,target gene
DRG2,P55039,1819,target gene
CRADD,P78560,8738,target gene
KLKB1,P03952,3818,target gene
MAD1L1,Q9Y6D9,8379,target gene
DECR1,Q16698,1666,target gene
WT1,P19544,7490,transcription factor and target gene
ADRB2,P07550,154,target gene
FDFT1,P37268,2222,target gene
AMPH,P49418,273,target gene
NR2F6,P10588,2063,transcription factor and target gene
PLB1,Q6P1J6,151056,target gene
PRPH,P41219,5630,target gene
DEGS1,O15121,8560,target gene
ELF2,Q15723,1998,transcription factor
FOSB,P53539,2354,transcription factor and target gene
TGFA,P01135,7039,target gene
ASB1,Q9Y576,51665,target gene
TP53,P04637,7157,transcription factor and target gene
NCL,P19338,4691,target gene
TGFBR2,P37173,7048,target gene
RPTOR,Q8N122,57521,target gene
LTA,P01374,4049,target gene
FRMD5,Q7Z6J6,84978,target gene
CHRNA3,P32297,1136,target gene
THOP1,P52888,7064,target gene
DYNC1I2,Q13409,1781,target gene
PSG1,P11464,5669,target gene
ARHGAP36,Q6ZRI8,158763,target gene
ALDOC,P09972,230,target gene
B4GALT1,P15291,2683,target gene
DEFB104A,Q8WTQ1,140596;503618,target gene
PPID,Q08752,5481,target gene
BAK1,Q16611,578,target gene
PIP5K1C,O60331,23396,target gene
DBH,P09172,1621,target gene
ST3GAL4,Q11206,6484,target gene
ZNF134,P52741,7693,target gene
HOXD13,P35453,3239,transcription factor and target gene
MAN2B1,O00754,4125,target gene
NEDD4,P46934,4734,target gene
NEUROG3,Q9Y4Z2,50674,transcription factor and target gene
GLI3,P10071,2737,transcription factor
ARG2,P78540,384,target gene
HDAC10,Q969S8,83933,transcription factor
FCER1A,P12319,2205,target gene
GNAI1,P63096,2770,target gene
DDX11,Q96FC9,1663,target gene
AARS,P49588,16,target gene
MYEF2,Q9P2K5,50804,target gene
CXCL12,P48061,6387,target gene
CDH11,P55287,1009,target gene
HLA-B,P30487,-,target gene
THRAP3,Q9Y2W1,9967,target gene
RET,P07949,5979,target gene
RPS6,P62753,6194,target gene
MYH11,P35749,4629,target gene
ELK1,P19419,2002,transcription factor and target gene
AMELX,Q99217,265,target gene
UBA52,P62987,7311,target gene
NPEPL1,Q8NDH3,79716,target gene
DAB2,P98082,1601,target gene
FUS,P35637,2521,transcription factor and target gene
FOXI1,Q12951,2299,transcription factor
ARNT,P27540,405,transcription factor and target gene
CD3G,P09693,917,target gene
APOC3,P02656,345,target gene
SLC46A1,Q96NT5,113235,target gene
CHRNE,Q04844,1145,target gene
SURF2,Q15527,6835,target gene
SLC14A2,Q15849,8170,target gene
HESX1,Q9UBX0,8820,target gene
MBD1,Q9UIS9,4152,transcription factor and target gene
MGAT5,Q09328,4249,target gene
FAM173A,Q9BQD7,65990,target gene
FOXA3,P55318,3171,transcription factor
TFRC,P02786,7037,target gene
SFTPB,P07988,6439,target gene
OCLN,Q16625,100506658,target gene
CREM,Q03060,1390,transcription factor and target gene
ERBB2,P04626,2064,target gene
CCL7,P80098,6354,target gene
IL12RB1,P42701,3594,target gene
KDM5A,P29375,5927,target gene
VIM,P08670,7431,target gene
HDAC8,Q9BY41,55869,target gene
BRCA2,P51587,675,transcription factor and target gene
PLOD1,Q02809,5351,target gene
HIPK1,Q86Z02,204851,target gene
ITGAL,P20701,3683,target gene
CD74,P04233,972,target gene
PSMD3,O43242,5709,target gene
ACSL1,P33121,2180,target gene
RHOB,P62745,388,target gene
CUTC,Q9NTM9,51076,target gene
LOX,P28300,4015,target gene
PPIA,P62937,5478,target gene
VARS2,Q5ST30,57176,target gene
GZF1,Q9H116,64412,transcription factor
FCGR2B,P31994,2213,target gene
TLR6,Q9Y2C9,10333,target gene
RPL8,P62917,6132,target gene
MOB3B,Q86TA1,79817,target gene
PQBP1,O60828,10084,target gene
HLA-B,P30498,-,target gene
KIN,O60870,22944,target gene
EPHB2,P29323,2048,target gene
NR4A1,P22736,3164,transcription factor and target gene
CD79B,P40259,974,target gene
RRAS,P10301,6237,target gene
TAF7,Q15545,6879,target gene
ZNF785,A8K8V0,146540,target gene
HLA-A,P30457,-,target gene
WWOX,Q9NZC7,51741,target gene
AKR1A1,P14550,10327,target gene
FGF13,Q92913,2258,target gene
BMP2,P12643,650,target gene
PER2,O15055,8864,transcription factor and target gene
TOP1,P11387,7150,target gene
FAS,P25445,355,target gene
HLA-B,P30460,-,target gene
SOX17,Q9H6I2,64321,transcription factor
CASP9,P55211,842,target gene
CCT5,P48643,22948,target gene
MBD5,Q9P267,55777,target gene
C4BPB,P20851,725,target gene
GDI2,P50395,2665,target gene
TBX3,O15119,6926,transcription factor and target gene
ARC,Q7LC44,23237,target gene
SFMBT1,Q9UHJ3,51460,target gene
CD22,P20273,933,target gene
DHRS4,Q9BTZ2,10901,target gene
KISS1,Q15726,3814,target gene
DCDC2,Q9UHG0,51473,target gene
MCM3AP,O60318,8888,target gene
CD163,Q86VB7,9332,target gene
CHRNA1,P02708,1134,target gene
LHX2,P50458,9355,transcription factor
AOX1,Q06278,316,target gene
CNBP,P62633,7555,transcription factor
CD33,P20138,945,target gene
TP53I11,O14683,9537,target gene
NINJ1,Q92982,4814,target gene
GJA5,P36382,2702,target gene
GJB1,P08034,2705,target gene
HOXA1,P49639,3198,transcription factor and target gene
CCL17,Q92583,6361,target gene
TUFT1,Q9NNX1,7286,target gene
KLHL21,Q9UJP4,9903,target gene
CNOT6,Q9ULM6,57472,target gene
PDE7A,Q13946,5150,target gene
CUX1,Q13948,1523,transcription factor and target gene
NLRP5,P59047,126206,target gene
TAPBP,O15533,6892,target gene
HIF1A,Q16665,3091,transcription factor and target gene
COL1A2,P08123,1278,target gene
SYCP3,Q8IZU3,50511,target gene
ZNRD1,Q9P1U0,30834,transcription factor
BCAS2,O75934,10286,target gene
CCL22,O00626,6367,target gene
CRYAB,P02511,1410,target gene
TUBB3,Q13509,10381,target gene
SLC2A4RG,Q9NR83,56731,transcription factor
RNF111,Q6ZNA4,54778,target gene
SFN,P31947,2810,target gene
TNNI3,P19429,7137,target gene
FGG,P02679,2266,target gene
TSNARE1,Q96NA8,203062,target gene
SPIB,Q01892,6689,transcription factor and target gene
MAPK1,P28482,5594,target gene
HTRA1,Q92743,5654,target gene
CSF1R,P07333,1436,target gene
CIP2A,Q8TCG1,57650,target gene
COL4A2,P08572,1284,target gene
ADAMTS4,O75173,9507,target gene
NID1,P14543,4811,target gene
LOXL2,Q9Y4K0,4017,target gene
XK,P51811,7504,target gene
DYNC2H1,Q8NCM8,79659,target gene
FABP7,O15540,2173,target gene
TRIM44,Q96DX7,54765,target gene
BIK,Q13323,638,target gene
CDC14B,O60729,8555,target gene
BRD7,Q9NPI1,29117,transcription factor and target gene
FAM107B,Q9H098,83641,target gene
BST1,Q10588,683,target gene
RAD21,O60216,5885,target gene
FCGR3A,P08637,2214,target gene
RPL5,P46777,6125,target gene
CSRP1,P21291,1465,target gene
PAGE1,O75459,8712,target gene
MYBL2,P10244,4605,transcription factor and target gene
PAX8,Q06710,7849,transcription factor and target gene
BTAF1,O14981,9044,transcription factor
GSS,P48637,2937,target gene
PIGU,Q9H490,128869,target gene
CYBA,P13498,1535,target gene
SLC35G1,Q2M3R5,159371,target gene
CDH3,P22223,1001,target gene
EIF3I,Q13347,8668,target gene
APP,P05067,351,target gene
RASSF8,Q8NHQ8,11228,target gene
TMOD3,Q9NYL9,29766,target gene
IGF2,P01344,3481,target gene
TPI1,P60174,7167,target gene
ABCC1,P33527,4363,target gene
SERPINE1,P05121,5054,target gene
KHDRBS1,Q07666,10657,transcription factor and target gene
EDEM2,Q9BV94,55741,target gene
PDE6A,P16499,5145,target gene
CYP3A4,P08684,1576,target gene
HNRNPDL,O14979,9987,target gene
UBTF,P17480,7343,transcription factor and target gene
AQP3,Q92482,360,target gene
HBA1,Q86YL2,-,target gene
ZBTB17,Q13105,7709,transcription factor
PSG7,Q13046,5676,target gene
GNAS,P63092,2778,target gene
PSG4,Q00888,5672,target gene
UTRN,P46939,7402,target gene
GABARAP,O95166,11337,target gene
UHRF1BP1,Q6BDS2,54887,target gene
PDXP,Q96GD0,57026,target gene
ZNF398,Q8TD17,57541,target gene
TNNC2,P02585,7125,target gene
SRR,Q9GZT4,63826,target gene
TMSB10,P63313,9168,target gene
NFATC1,O95644,4772,transcription factor and target gene
CCDC93,Q567U6,54520,target gene
MAOA,P21397,4128,target gene
CD40LG,P29965,959,target gene
HADHB,P55084,3032,target gene
PELP1,Q8IZL8,27043,target gene
CORO1C,Q9ULV4,23603,target gene
EEF1A2,Q05639,1917,target gene
CLNS1A,P54105,1207,target gene
TCF7L2,Q9NQB0,6934,transcription factor and target gene
IGFBP5,P24593,3488,target gene
PTH,P01270,5741,target gene
WWTR1,Q9GZV5,25937,transcription factor
GGPS1,O95749,9453,target gene
HMGA1,P17096,3159,transcription factor and target gene
KLF14,Q8TD94,136259,transcription factor
YWHAH,Q04917,7533,target gene
MAX,P61244,4149,transcription factor
CCNG1,P51959,900,target gene
SLMAP,Q14BN4,7871,target gene
POU2F2,P09086,5452,transcription factor and target gene
SI,P14410,6476,target gene
ACTR6,Q9GZN1,64431,target gene
HLA-A,P13746,-,target gene
HHEX,Q03014,3087,transcription factor and target gene
SPRR1B,P22528,6699,target gene
CRLF1,O75462,9244,target gene
PIAS2,O75928,9063,transcription factor
PROC,P04070,5624,target gene
SNTB2,Q13425,6645,target gene
TTK,P33981,7272,target gene
TGM4,P49221,7047,target gene
DCLK1,O15075,9201,target gene
PRODH,O43272,5625,target gene
CAMP,P49913,820,target gene
DNASE2B,Q8WZ79,58511,target gene
EP300,Q09472,2033,transcription factor and target gene
NTF3,P20783,4908,target gene
RGS10,O43665,6001,target gene
TOPORS,Q9NS56,10210,target gene
ABCD2,Q9UBJ2,225,target gene
LSM1,O15116,27257,target gene
SCARB1,Q8WTV0,949,target gene
MAVS,Q7Z434,57506,target gene
BTG4,Q9NY30,54766,target gene
MNAT1,P51948,4331,target gene
ADAMTS3,O15072,9508,target gene
RAC2,P15153,5880,target gene
FSHR,P23945,2492,target gene
ERCC4,Q92889,2072,target gene
ENTPD7,Q9NQZ7,57089,target gene
WNT2B,Q93097,7482,target gene
FGFR1,P11362,2260,target gene
GDA,Q9Y2T3,9615,target gene
PARG,Q86W56,670;8505,target gene
DPH5,Q9H2P9,51611,target gene
NFIA,Q12857,4774,transcription factor
CBX3,Q13185,11335,target gene
SRY,Q05066,6736,transcription factor and target gene
NCOA6,Q14686,23054,transcription factor and target gene
ZNF350,Q9GZX5,59348,transcription factor and target gene
TRB,A0A0C4ZKA8,-,target gene
THBD,P07204,7056,target gene
LMO1,P25800,4004,target gene
RPE65,Q16518,6121,target gene
PSMC4,P43686,5704,target gene
CKS2,P33552,1164,target gene
SCG3,Q8WXD2,29106,target gene
LENEP,Q9Y5L5,55891,target gene
HBA2,G3V1N2,-,target gene
CENPH,Q9H3R5,64946,target gene
HLA-B,P30485,-,target gene
RBMX,P38159,27316,transcription factor and target gene
SLC26A4,O43511,5172,target gene
FOSL2,P15408,2355,transcription factor
WRN,Q14191,7486,target gene
RUVBL2,Q9Y230,10856,target gene
MTSS1,O43312,9788,target gene
INO80,Q9ULG1,54617,target gene
CABIN1,Q9Y6J0,23523,target gene
HK1,P19367,3098,target gene
CDCA7,Q9BWT1,83879,target gene
TAT,P17735,6898,target gene
TLR3,O15455,7098,target gene
HLA-A,P16190,-,target gene
ATF1,P18846,466,transcription factor and target gene
IL1B,P01584,3553,target gene
DRD2,P14416,1813,target gene
VPS35L,Q7Z3J2,57020,target gene
LAPTM4B,Q86VI4,55353,target gene
PEX5,P50542,5830,target gene
FLI1,Q01543,2313,transcription factor and target gene
AMH,P03971,268,target gene
SMO,Q99835,6608,target gene
NONO,Q15233,4841,transcription factor
