Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
verm-RE,F0JAQ2,-,target gene,No,7
-,A9YJ89,-,target gene,No,5
Dmel\CG14645,Q9VN06,50160,target gene,No,37
-,A9YHF8,-,target gene,No,1
CG7098-RA,B3DN52,-,target gene,No,28
Dmel\CG46191,A0A0S0X8W6,26067069,target gene,No,1
CG14103,Q0E8D0,4379912,target gene,No,11
Dmel\CG5973,Q9VM11,34023,target gene,No,35
DNApol-zeta,Q9GSR1,47186,target gene,No,23
DIP1-RB,F7VJU6,-,target gene,No,23
Obp56i,Q4V3N1,246667,target gene,No,4
Dmel\CG14151,Q9VTA1,39201,target gene,No,1
Dmel\CG17991,Q9VB61,43279,target gene,No,1
Pli,O77237,42821,target gene,No,42
CG13043-RA,Q8SYA2,-,target gene,No,2
Cht7,Q9VZV2,38370,target gene,No,5
Taf11,P49906,34293,target gene,No,20
wntD,Q9VFX1,41633,target gene,No,9
Prosalpha7,Q9V5C6,36018,target gene,No,30
Dmel\CG43935,A0A0B4KI42,14462523,target gene,No,2
Dmel\CG8562,Q9VS66,38828,target gene,No,2
Dmel\CG18600,Q9VE94,42201,target gene,No,37
Dmel\CG17666,Q9VU12,39452,target gene,No,2
CG14646-RA,F2FBC0,4379842,target gene,No,10
LSm3,Q8IMX8,42842,target gene,No,18
Dmel\CG12725,Q9VYD4,32298,target gene,No,5
Sptr,O76752,31781,target gene,No,17
DMG4-MB6.chr3R.6.014,A0A0B4JD69,10178825,target gene,No,1
-,Q107D5,-,target gene,No,6
-,Q8IHH0,-,target gene,No,3
-,Q29QZ1,-,target gene,No,28
BP1011,Q2PDQ6,3885579,target gene,No,3
mRpL51,Q9VLJ9,34186,target gene,No,5
CG13775-RA,D8FT38,-,target gene,No,38
CG34117-RA,Q0IGZ9,-,target gene,No,17
Gr5a,Q9W497,44873,target gene,No,21
-,Q6NLK3,-,target gene,No,1
wtrw,Q9VHY7,40931,target gene,No,3
Sln,Q5U154,36263,target gene,No,4
Mnn1,Q9VM47,33991,target gene,No,30
NimC4,Q9V392,34824,target gene,No,9
Bili,Q9VBX0,43019,target gene,No,4
PIG-O,A1ZB84,37118,target gene,No,14
-,Q8SX17,-,target gene,No,17
CG9454,Q4V6M2,-,target gene,No,9
Dmel\CG12716,Q9VYH7,32248,target gene,No,4
CG18231,Q4V5K8,-,target gene,No,1
FoxK,Q0E8F8,39252,target gene,No,40
TwdlT,Q9VB86,44790,target gene,No,2
Dmel\CG10418,Q9VTW6,39408,target gene,No,34
phr,Q7JY97,35735,target gene,No,13
Dmel\CG34178,A8DYV1,5740515,target gene,No,3
CG5539,B1PFG4,-,target gene,No,2
Golgin84,Q8SZ63,42905,target gene,No,8
Dmel\CG13653,Q9VBW4,43025,target gene,No,7
CG32776,Q6NNZ8,-,target gene,No,5
Dmel\CG42336,B7YZF1,36205,target gene,No,33
msd1,Q9W0G7,38155,target gene,No,15
-,Q4V4K5,-,target gene,No,5
-,Q29R11,-,target gene,No,18
Orct,Q9VCA2,42891,target gene,No,20
XNP,Q9GQN5,43080,target gene,No,33
Dmel\CG45088,A0A0B4LFA8,19835563,target gene,No,25
-,Q86D36,-,target gene,No,33
-,G3LFE7,-,target gene,No,26
CG14487-RA,E4NKI1,-,target gene,No,2
BcDNA:RE24507,Q8SWU6,38549,target gene,No,4
Pex7,Q9VSN7,38994,target gene,No,7
BcDNA:GH05731,Q9W308,31922,target gene,No,9
Dmel\CG7058,Q9VWP9,32873,target gene,No,6
-,A4IJ51,-,target gene,No,1
-,A1A6Y4,-,target gene,No,10
bt,D1YSG0,43814,target gene,No,9
SecCl,Q9VVH4,39949,target gene,No,6
-,Q6NNE4,-,target gene,No,31
ect-RA,F0JAP6,-,target gene,No,4
conu,Q8T0G4,3355133,target gene,No,10
Orct2,Q95R48,42890,target gene,No,16
Mulk,Q9VL10,326168,target gene,No,8
Dmel\CG15480,Q9VK17,34723,target gene,No,11
-,C0PVC8,-,target gene,No,12
CG17829-RC,E4NKJ0,-,target gene,No,14
pre-mod(mdg4)-K,A0A0B4LHI2,19835678,target gene,No,26
ome,A2RVG6,44297,target gene,No,28
-,Q95RW9,-,target gene,No,25
Appl,P14599,31002,target gene,No,55
Aldh,Q9VLC5,34256,target gene,No,29
-,E5KYP9,-,target gene,No,22
BcDNA:RE71975,M9NEV7,35355,target gene,No,17
Dmel\CG17575,A0A0B4JCT2,36414,target gene,No,5
PpD6,Q9VQL9,49780,target gene,No,2
GlyT,Q9W1J0,37772,target gene,No,5
Slbp,Q9VAN6,43448,target gene,No,32
Alp4,Q24238,43671,target gene,No,10
AsnS,Q7KTW9,2768965,target gene,No,25
CG32473-RB,D3PFE8,-,target gene,No,41
CG12594,Q4V500,-,target gene,No,5
CG15542,Q8IMI4,43626,target gene,No,4
Dmel\CG14085,Q9VVY0,40099,target gene,No,25
mun-RB,C4IXY7,-,target gene,No,8
Tsf3,A1ZAC0,36800,target gene,No,11
Usp5,Q9VZU7,38375,target gene,No,27
Spn88Ea,Q9VFC2,49804,target gene,No,24
-,Q9VPF8,40258,target gene,No,14
EG:23E12.3,Q9XZS7,-,target gene,No,3
CG15912,Q4V6J9,-,target gene,No,18
Dmel\CG3328,A0A0B4LGG8,37871,target gene,No,6
CG30387,B7YZM3,37433,target gene,No,43
S6k,Q94533,38654,target gene,No,31
CG14635-RA,D3DMR0,-,target gene,No,15
hdly,A8JR58,42478,target gene,No,23
HP1b,Q9W396,31834,target gene,No,16
ebd1,Q9W0N9,38082,target gene,No,35
Dmel\CG13002,Q9VX96,32681,target gene,No,10
Dmel\CG14853,Q9VFH8,41771,target gene,No,12
GstD5,Q9VG95,48338,target gene,No,4
Dmel\CG12910,Q7K2R1,36082,target gene,No,8
poe,Q9VLT5,46243,target gene,No,27
Dmel\CG15877,Q9W019,38304,target gene,No,23
Dmel\CG31279,Q8INB4,318657,target gene,No,56
CG32133-RA,D0Z746,-,target gene,No,39
Dmel\CG8435,Q7JVH0,36789,target gene,No,19
CG14926-RA,C4XVG6,-,target gene,No,4
-,Q8MRA1,-,target gene,No,6
Dmel\CG13743,Q8MRD1,35911,target gene,No,12
dCCS3,Q8T0S3,34063,target gene,No,29
COX4,Q9VIQ8,35279,target gene,No,26
Dmel\CG31360,Q8MZ28,318698,target gene,No,11
fu,P23647,32855,target gene,No,21
Dmel\CG6664,Q9VVC8,39903,target gene,No,29
Ugt37A2,Q9VG30,41573,target gene,No,2
CCDC53,Q9VLT8,34097,target gene,No,19
Dm GMCiota1,Q9VY11,32413,target gene,No,2
-,J7KH93,-,target gene,No,7
-,Q95SB8,-,target gene,No,1
CG32164-RA,B5RIL6,-,target gene,No,30
nAChRbeta1,P04755,38545,target gene,No,5
-,F6J3K1,-,target gene,No,13
anon-84Eb,Q8T053,40937,target gene,No,16
AlkB,Q7KUZ2,2768870,target gene,No,34
Dmel\CG12020,Q9W083,38233,target gene,No,4
ninaG,Q9VGP2,41369,target gene,No,22
Alg9,Q9VBV8,43031,target gene,No,29
jub,Q9VY77,32351,target gene,No,18
-,Q8T015,-,target gene,No,10
shrb,Q8T0Q4,35933,target gene,No,20
Dmel\CG42494,E1JIB5,8674087,target gene,No,2
-,Q95S13,-,target gene,No,17
Rab5,Q9V3I2,33418,target gene,No,41
Dmel\CG6592,Q9VRT1,38687,target gene,No,17
-,Q8MQW3,-,target gene,No,7
skl,Q9VVP8,40016,target gene,No,13
Ggt-1,Q9VWT3,32839,target gene,No,21
CG42264-RA,E0R934,-,target gene,No,3
ppk23,A8JV41,32731,target gene,No,3
Dmel\CG5592,Q9VRQ8,38662,target gene,No,21
Ggamma30A,Q9NFZ3,45234,target gene,No,16
E(spl)malpha-BFM,O97178,43153,target gene,No,13
-,Q8T8S4,-,target gene,No,31
Vap-33B,Q8I934,38668,target gene,No,30
tamo,Q9W1A4,37864,target gene,No,29
RluA-1,Q9VKV0,34438,target gene,No,34
babo,A1Z7L8,35900,target gene,No,29
Dmel\CG12499,Q9VD07,42637,target gene,No,14
vtd,O96689,3354896,target gene,No,34
Dmel\CG8547,Q0E980,36586,target gene,No,29
Cbp53E,P41044,36905,target gene,No,5
-,A9YGB5,-,target gene,No,25
Dmel\CG7881,Q8MS84,35521,target gene,No,30
CG5571,A4V264,40252,target gene,No,11
Ppt1,Q9W3C7,31805,target gene,No,23
-,Q8SWY9,-,target gene,No,32
vito,Q8SWS7,326214,target gene,No,7
jigr1,Q9VBP5,43093,target gene,No,69
CT12588,Q9W0X9,37991,target gene,No,22
Dmel\CG6028,Q95SI7,42589,target gene,No,12
cg11403,Q9XZS9,31072,target gene,No,28
Dmel\CG14721,Q8T4A5,41417,target gene,No,15
fw,Q9VYR4,32162,target gene,No,10
CG14926,A0AN72,-,target gene,No,4
CG9184-RA,C3KGI7,-,target gene,No,6
STUB1,Q9XYW6,34433,target gene,No,31
CG1268-RC,Q4V4R9,-,target gene,No,22
Mad1,Q7KND8,35954,target gene,No,21
Cpr49Ae,Q95RB2,36351,target gene,No,2
dsh,P51140,32078,target gene,No,16
Dmel\CG17267,Q9VDJ3,42454,target gene,No,3
Dmel\CG3655,Q9V3U1,31056,target gene,No,26
CG14864-RA,C0P8M0,-,target gene,No,20
tj-RB,B5RJK5,-,target gene,No,11
Dmel\CG13871,A1ZBT3,37303,target gene,No,3
Hayan,A8JUP7,32831,target gene,No,13
dop,Q9VUQ9,39686,target gene,No,20
Dmel\CG13502,Q9W295,37518,target gene,No,6
CG13284-RB,D5SHN1,35021,target gene,No,18
p24,Q8INX8,318941,target gene,No,1
mt:CoIII,P00417,19893540,target gene,No,17
-,Q9VQP9,33554,target gene,No,22
-,Q8SZQ6,-,target gene,No,30
Kdm4A,Q9V333,35744,target gene,No,6
-,B1PGS0,-,target gene,No,32
Rep,Q9V8W3,37246,target gene,No,9
Pex1,Q9VUC7,45460,target gene,No,38
Dmel\CG2698,A0A0B4K6B9,40945,target gene,No,28
MCPH1,E1JH39,36272,target gene,No,23
-,B5RJ80,-,target gene,No,25
ste24a,Q7K172,36908,target gene,No,15
Nup75,A1YK02,37078,target gene,No,28
-,Q960T9,-,target gene,No,32
BcDNA:GH02712,Q95R83,-,target gene,No,30
anon-WO0140519.130,Q7K1B3,37013,target gene,No,7
RpLP0,P19889,40451,target gene,No,45
S6kII,Q9VR61,33139,target gene,No,26
UQCR-14,Q9VXI6,32586,target gene,No,42
Dmel\CG14400,Q9VII2,35354,target gene,No,13
-,Q9V8M5,37166,target gene,No,18
Syn2,A1ZAH3,36848,target gene,No,43
sns-RA,C4IXY9,-,target gene,No,22
CG30115-RE,C0PV95,-,target gene,No,14
CG15768,Q9W477,31504,target gene,No,3
Dmel\CG3589,Q9W106,37966,target gene,No,18
alpha-Est8,Q9VIB3,40899,target gene,No,11
-,Q8SYJ3,-,target gene,No,7
Dmel\CG4669,Q9VRK6,38608,target gene,No,2
DNApol-epsilon255,Q9GV40,-,target gene,No,32
ringer,Q9VV43,39813,target gene,No,11
ESTS:172F5T,Q9VLL5,46386,target gene,No,21
clu,A1ZAB5,36793,target gene,No,38
CG8677-RA,B6IDU8,-,target gene,No,36
Hipk,Q9W0Q1,38070,target gene,No,47
Nep1,Q9W436,31547,target gene,No,26
Dmel\CG33217,Q8MS38,2768951,target gene,No,37
-,Q8T4I1,-,target gene,No,40
Slmap,Q9W5R5,3355127,target gene,No,41
Prp38,Q7JVL3,35934,target gene,No,20
Irbp,Q23976,117419,target gene,No,13
-,F6J403,-,target gene,No,5
-,Q1EBY2,-,target gene,No,27
nAChRalpha5,Q7KT97,34826,target gene,No,7
Dmel\CG5323,Q7JVK8,37137,target gene,No,13
Tsf2,Q9VTZ5,39435,target gene,No,24
-,A2VET7,-,target gene,No,13
cg14506,A0A0B4KI17,43467,target gene,No,3
LSm-4,Q76NP9,3772280,target gene,No,8
CG18638,Q9VTV7,39400,target gene,No,33
CG31787-RA,B5RJB5,-,target gene,No,1
Mes2,Q9VNP3,40514,target gene,No,27
Dmel\CG12171,Q9VNF3,40690,target gene,No,16
Dmel\CG15646,Q9VXS4,32501,target gene,No,6
Ugt36A1,Q9VQT0,44058,target gene,No,24
-,A4GKA9,-,target gene,No,1
inaF-D,A8JUS1,32126,target gene,No,8
Myo10A-RC,C0PVC3,-,target gene,No,18
Dmel\CG31910,Q8T421,319021,target gene,No,1
SLO2,A8DY93,5740325,target gene,No,27
rho-6-RB,G2J602,-,target gene,No,30
Dmel\CG11349,Q9VZB5,38552,target gene,No,3
-,A1A6S3,-,target gene,No,12
nerfin-1,Q9V3B8,44786,target gene,No,4
CG2533-RA,B5RJA9,-,target gene,No,5
Sp212,Q7KSK1,2768666,target gene,No,6
Not10,Q9V3G6,41552,target gene,No,10
-,C7LA95,-,target gene,No,23
Dmel\CG10764,A1ZAT2,36962,target gene,No,11
CG9503,M9WPY0,-,target gene,No,12
Ctf4,Q494K2,36551,target gene,No,20
Edem2,Q9VK27,34714,target gene,No,17
Cyp6a23,Q9V771,36661,target gene,No,10
Dmel\CG14182,Q9VW61,40181,target gene,No,19
Dmel\CG14715,Q9VGK3,41403,target gene,No,11
PIG-Q,Q8IR17,117366,target gene,No,29
CG13572,Q9W194,37879,target gene,No,7
CG15158,Q8T415,318949,target gene,No,3
papi,Q9VQ91,33401,target gene,No,37
Dmel\CG9123,Q9VXW4,32462,target gene,No,6
CG42288-RA,C9QNX9,-,target gene,No,1
yin,P91679,31340,target gene,No,36
BEST:GH28095,Q8T972,36129,target gene,No,28
corolla,Q9VX37,32739,target gene,No,29
-,Q9VHN3,41031,target gene,No,30
Oseg5,Q9VII8,35349,target gene,No,15
Dmel\CG13070,Q9VV06,39782,target gene,No,2
-,Q9W3C0,31812,target gene,No,14
PAPLA1,Q9VLS7,34109,target gene,No,41
pgc,A8DYL7,5740599,target gene,No,7
Cyp9c1,Q9W130,37941,target gene,No,16
CG14154-RB,S5MH31,-,target gene,No,5
Dmel\CG14667,Q59E05,40643,target gene,No,19
Mst57Dc,Q9V3J3,43121,target gene,No,1
-,Q8INQ7,318747,target gene,No,16
ATPsynepsilonL,Q9VH24,326144,target gene,No,8
-,A9YKM4,-,target gene,No,18
anon-EST:Posey64,Q9VZJ4,38477,target gene,No,20
Mlp84B,Q24400,40849,target gene,No,4
-,B3G0Q5,-,target gene,No,42
BcDNA:LD06317,Q9W0P4,38077,target gene,No,21
Dmel\CG43740,Q9W2W1,31962,target gene,No,3
mnd,Q9Y1A7,39625,target gene,No,23
Coq8,Q9VYI6,32239,target gene,No,14
nonC,Q70PP2,31625,target gene,No,24
Syx6,Q7JY00,40373,target gene,No,25
Dmel\CG16903,Q9W526,31178,target gene,No,58
Dmel\CG18748,A8JQV1,59144,target gene,No,2
dUTPase,Q9V3I1,34529,target gene,No,20
P58IPK,Q9VHA8,41161,target gene,No,48
-,Q961R6,-,target gene,No,13
-,A9YJ87,-,target gene,No,5
Dmel\CG34177,A8DYV0,5740338,target gene,No,2
EG:95B7.8,O76911,-,target gene,No,34
TM4SF,A0A0B4KFZ4,37786,target gene,No,17
-,Q8SZ99,-,target gene,No,13
-,Q8T0D6,-,target gene,No,24
Dmel\CG3842,Q9W404,31576,target gene,No,15
ste14,Q9VU37,39478,target gene,No,16
CG16771,A8E6R0,-,target gene,No,60
atms,Q9VN55,40593,target gene,No,38
CG6467,A4V9Z3,-,target gene,No,5
Klp67A,Q9VSW5,39068,target gene,No,33
-,A1ZBW7,37331,target gene,No,51
anon-WO0118547.141,Q0E9D9,36056,target gene,No,8
mol,Q9VJQ7,34872,target gene,No,30
CG11838-RB,Q1EC86,-,target gene,No,31
-,Q8MSD2,-,target gene,No,26
Dmel\CG6325,Q9VGZ4,41268,target gene,No,24
Dmel\CG8252,A1Z7K3,35884,target gene,No,1
BcDNA:RH42907,Q8IQB7,192535,target gene,No,8
Dmel\CG7791,A1Z6H6,35511,target gene,No,23
Tango10,Q7K187,32125,target gene,No,23
Cyp308a1,Q9VWR2,32859,target gene,No,2
ed-RA,C0PTV3,-,target gene,No,30
-,B4YXS9,-,target gene,No,8
Dmel\CG10366,Q9VIS9,35258,target gene,No,22
BEST:CK00496,Q9VRP2,38645,target gene,No,33
Dmel\CG15387,A8DYT6,33403,target gene,No,13
nkt,Q8SX06,39264,target gene,No,3
anon-EST:fe3A8,Q960F6,38185,target gene,No,40
CG14652,Q0IGY5,5740349,target gene,No,7
Tsp39D,Q9VID1,35405,target gene,No,36
CT27394,Q9W306,31923,target gene,No,9
BobA,P83262,50281,target gene,No,4
RpL4,P09180,43349,target gene,No,36
RpL10,O61231,43864,target gene,No,44
PIP5K59B-RF,F0JAJ0,-,target gene,No,8
Cp7Fc-RA,B5X0M2,-,target gene,No,7
CG42845-RA,F0JAT0,-,target gene,No,2
cer,A1ZBK7,37229,target gene,No,9
CG8844,A0AQ24,-,target gene,No,33
-,Q8T3I5,-,target gene,No,23
Dmel\CG1628,Q7KVQ8,31990,target gene,No,52
Dmel\CG13623,Q9VC65,42926,target gene,No,24
-,A4IJ76,-,target gene,No,7
CG18680,Q8MMC6,37986,target gene,No,22
Dmel\CG13014,Q9VXF0,32626,target gene,No,26
Syf2,Q9V5Q4,36143,target gene,No,15
swi2,Q8SXT3,37010,target gene,No,6
CG30398-RA,B5X0L6,-,target gene,No,5
anon-WO0172774.138,Q9VSC5,38888,target gene,No,14
BEST:GH22856,Q9W2H8,37435,target gene,No,32
APC4,Q9W395,31835,target gene,No,6
CCAP-R,Q868T3,2768688,target gene,No,4
Dmel\CG5377,Q9VD00,42645,target gene,No,13
Ric,Q7JMZ0,36776,target gene,No,26
CT28495,Q9VG23,41579,target gene,No,18
Dmel\CG15739,Q9VYT0,32146,target gene,No,28
Dmel\CG13404,Q9VY41,32382,target gene,No,2
-,Q86PC6,-,target gene,No,36
beat-IIa,Q9BMG9,42086,target gene,No,6
FBgn 31395,Q9VQ83,33394,target gene,No,44
Dmel\CG5493,A1ZBA8,37139,target gene,No,8
CG32352,M9PHT9,38981,target gene,No,22
Mst85C,Q9V451,41089,target gene,No,28
Sema5c,Q9VTT0,37066,target gene,No,40
Rbcn-3A,Q9W425,31557,target gene,No,22
BcDNA:RE16123,Q9VJL3,50458,target gene,No,37
LManIV,Q9VLI1,34204,target gene,No,2
Akt1,Q8INB9,41957,target gene,No,43
Marc,A1Z803,36014,target gene,No,13
Zdhhc8,X2JJ56,31887,target gene,No,47
SP108,Q9W453,31528,target gene,No,2
CG6087,Q9VKM8,34514,target gene,No,36
CT1789,Q9VN73,40613,target gene,No,6
-,Q7PL70,-,target gene,No,45
didum-RC,U3R9T8,-,target gene,No,20
CG18186,Q4V4E1,-,target gene,No,9
-,Q4QQD0,-,target gene,No,26
Dmel\CG9040,Q9VUB1,39546,target gene,No,3
-,D5AEL9,-,target gene,No,26
BcDNA.GH02340,Q9U6P5,-,target gene,No,20
-,A2VES5,-,target gene,No,28
CG32611,Q4V730,-,target gene,No,47
CG12941,Q8T032,-,target gene,No,38
Dmel\CG14402,Q8T4H6,35352,target gene,No,5
l(2)10685,Q9VPX3,33293,target gene,No,11
-,B4F5R3,-,target gene,No,24
-,Q7JUZ1,-,target gene,No,5
Nepl7,Q9VK72,34671,target gene,No,1
Hsp60A,O02649,32045,target gene,No,44
Dmel\CG10324,Q9VES0,42028,target gene,No,28
Dmel\CG5850,M9PD30,34327,target gene,No,10
BcDNA:GH06235,B7Z0Z7,32688,target gene,No,10
dpr6,Q9VT76,50296,target gene,No,15
Lmx1a,Q9VTW5,39406,target gene,No,10
-,Q6AWJ1,-,target gene,No,15
-,Q9VPB1,40301,target gene,No,29
CG8765,Q6NNV5,-,target gene,No,45
Dmel\CG34215,A8DY49,5740170,target gene,No,4
Dmel\CG7504,B7Z0D7,38904,target gene,No,43
Dmel\CG34193,A8DYH5,5740572,target gene,No,10
Vm26Ab,P13238,33827,target gene,No,2
-,Q7K0X5,-,target gene,No,30
-,B4YX27,-,target gene,No,35
CG11778-RA,B3DN99,-,target gene,No,1
-,Q8MYS6,-,target gene,No,21
Ir11a,Q9VYN4,32189,target gene,No,4
Dmel\CG18259,Q9VWQ6,32866,target gene,No,39
BcDNA:RH51268,Q9VW17,40135,target gene,No,5
BcDNA:LD22087,A0A0B4KHY8,42793,target gene,No,28
CG30466-RA,C8VV72,-,target gene,No,21
phu,Q9VHD0,41135,target gene,No,17
-,Q500X8,-,target gene,No,42
CG17838-RF,E8NH05,-,target gene,No,49
Dmel\CG9961,Q9VQF4,33459,target gene,No,5
-,Q0IH02,-,target gene,No,4
NEST:bs07c08,Q8T8R7,318101,target gene,No,2
nmd,Q9VL02,44021,target gene,No,23
CYLD,Q8IPC5,34380,target gene,No,29
Dmel\CG33523,Q8I0D5,38668,target gene,No,30
Rph,Q9W2R9,32002,target gene,No,18
Dmel\CG13050,Q9VV14,39787,target gene,No,4
Brms1,Q9VYI2,32243,target gene,No,21
Rpt3R,Q9VH79,41190,target gene,No,12
-,Q8T8U9,-,target gene,No,8
-,Q7K4V4,47272,target gene,No,35
Dmel\CG4291,Q9VPU4,33264,target gene,No,32
Dmel\CG10365,Q9VCI9,42801,target gene,No,27
CT16187,Q960K8,41869,target gene,No,24
Cpr76Bc,Q4V6L8,40122,target gene,No,6
Hexo2,Q9W3C4,31808,target gene,No,55
-,Q6NR35,-,target gene,No,38
Ppcdc,Q8MKK3,246533,target gene,No,31
Pk34A-RA,D3DMW1,-,target gene,No,6
-,A9YKC1,-,target gene,No,49
-,G3LFE6,-,target gene,No,26
mthl1,Q9VXD9,32637,target gene,No,58
Atf6,Q8SX87,35480,target gene,No,18
maf-S,A0A0B4LH09,37336,target gene,No,16
-,Q29QU9,-,target gene,No,17
Dmel\CG17493,M9PGG8,3355126,target gene,No,17
CG13612,Q9VC85,2768681,target gene,No,2
CG31120-RB,B8A3W8,-,target gene,No,18
Taf12L,Q9VR21,33672,target gene,No,1
Or2a,O46077,31207,target gene,No,3
MtnB,P11956,42424,target gene,No,3
Dmel\CG34207,A8DYL6,5740143,target gene,No,2
CG16974-RA,C0PTX5,-,target gene,No,16
fra-RA,C3KGI5,-,target gene,No,31
Sp7,Q9V3Z2,40918,target gene,No,15
Dmel\CG31848,Q8IP75,318980,target gene,No,12
-,Q9W2H1,37443,target gene,No,17
BcDNA:GM24986,Q9VY55,32368,target gene,No,17
-,A9YGQ1,-,target gene,No,17
IleRS-m,Q9VUY4,39762,target gene,No,20
narya,Q9VWI4,32932,target gene,No,3
Dmel\CG46301,A0A1W5Q009,34829,target gene,No,9
MED9,A1ZB42,37079,target gene,No,30
Dmel\CG2608,Q9VIL2,35323,target gene,No,24
Nha1-RA,F2FB79,-,target gene,No,3
-,Q2XYC8,-,target gene,No,24
Dmel\CG12818,Q9VH00,41261,target gene,No,33
mRpS2,Q8MSS7,33688,target gene,No,11
Dmel\CG17744,Q9VS07,38768,target gene,No,1
Dmel\CG14125,M9PFC1,39359,target gene,No,1
-,D5A7P4,-,target gene,No,3
Dmel\CG13337,A1Z9G7,36518,target gene,No,2
GstT1,Q7K0B6,35995,target gene,No,16
Dmel\CG15020,Q9VZC5,38544,target gene,No,3
CG8878-RB,H5V8G0,-,target gene,No,17
-,B4YXK6,-,target gene,No,8
Papss-RD,C9QP52,-,target gene,No,28
-,Q0IGY2,-,target gene,No,3
Pak3,A0A0B4KGS4,41995,target gene,No,29
Toll-9-RA,B6IDT6,-,target gene,No,9
CG7536,Q1WWF4,-,target gene,No,29
-,Q960C0,-,target gene,No,29
CG31149-RA,D0IQI1,-,target gene,No,44
Dmel\CG4645,Q9VYI1,32244,target gene,No,19
CREG,Q9VEK7,42092,target gene,No,8
hiro,Q9W0N8,38083,target gene,No,3
Dmel\CG34148,A4V381,326250,target gene,No,13
Dmel\CG8008,B7YZU3,35935,target gene,No,3
Vps45,Q9VHB5,41153,target gene,No,31
tacc-RE,F0JAL1,-,target gene,No,50
-,Q8ITK9,-,target gene,No,7
CG8600,Q9VS49,38810,target gene,No,28
-,Q8MRR0,-,target gene,No,2
Ack-like,Q9I7F7,36442,target gene,No,22
CG3121,S0F2A5,-,target gene,No,4
cDNA A,M9PBI8,38262,target gene,No,24
-,Q6NLL2,-,target gene,No,21
Blm,Q9VGI8,41366,target gene,No,11
BcDNA:GH05582,B7YZT7,35866,target gene,No,10
Dmel\CG6283,Q9VB90,43250,target gene,No,2
anon-WO0118547.268,A0A0S0WGR0,38205,target gene,No,23
-,B1PH59,-,target gene,No,2
Dmel\CG17122,Q9VWA6,40226,target gene,No,1
Dmel\CG8379,Q7KSU3,41060,target gene,No,19
Dmel\CG34034,E1JIS4,3885584,target gene,No,4
CG13344-RA,D0IQC3,-,target gene,No,27
Cyp311a1,Q9VYQ7,32170,target gene,No,5
-,A0JQ38,-,target gene,No,29
CG33142,Q8MTA6,3771732,target gene,No,3
BcDNA:AT30027,Q9VS03,38764,target gene,No,1
Dmel\CG10463,Q9VIS4,35264,target gene,No,23
Exo84,Q7KRZ3,43163,target gene,No,25
Karybeta3,Q9VN44,40581,target gene,No,28
-,Q9VIV3,35234,target gene,No,25
-,Q6NKM8,-,target gene,No,5
Nnp-1,Q9VJZ7,44391,target gene,No,16
Dmel\CG30377,A1Z763,50252,target gene,No,29
CK02563,Q9VPF2,40264,target gene,No,11
CG10395,Q494M2,-,target gene,No,20
-,A9YIL6,-,target gene,No,32
mop,Q9VUH6,39610,target gene,No,16
-,A9YK77,-,target gene,No,24
Dmel\CG17781,Q9VC79,42913,target gene,No,1
Eb1-RA,D3DMK3,-,target gene,No,36
-,G3LFF6,-,target gene,No,26
Dmel\CG11149,Q9VMN1,33800,target gene,No,16
CG16829,Q2PE29,31344,target gene,No,5
Osi5,Q9VNM6,40759,target gene,No,2
xmas-1,Q9U3V8,44271,target gene,No,5
-,B4YXK8,-,target gene,No,8
mt:ATPase8,P84345,19893538,target gene,No,17
Bru-3,D1L6K8,-,target gene,No,20
Dmel\CG9839,Q9VHL1,41055,target gene,No,26
Dmel\CG5653,Q9VSR8,39024,target gene,No,26
Rpb4,Q9VEA5,14462484,target gene,No,26
rad50,Q9W252,37564,target gene,No,27
Dmel\CG13577,Q9W187,37885,target gene,No,4
140up,P81928,41720,target gene,No,14
Dmel\CG44040,A0A0B4KH71,14462475,target gene,No,15
eIF3j,Q7K550,36037,target gene,No,27
Gbeta5,Q9W3J1,31744,target gene,No,18
Spx,Q9W424,31558,target gene,No,20
Dmel\CG10949,Q9VIM6,35310,target gene,No,34
CG14036-RA,B7FNL5,-,target gene,No,35
-,Q5MVI3,-,target gene,No,6
-,Q961F2,-,target gene,No,23
SmydA-4,Q9VZ41,32034,target gene,No,2
CG11532,Q9VZT0,318901,target gene,No,2
Atg4a,Q9VPW2,33283,target gene,No,8
DNApol-eta,Q9VNX1,40438,target gene,No,13
RpL31,Q9V597,35988,target gene,No,50
Dmel\CG10184,Q9VCK6,42783,target gene,No,8
Col4a1,P08120,33727,target gene,No,24
CG32553,Q4V5D5,-,target gene,No,6
Ctr1A,M9NE97,31601,target gene,No,19
icln,A1ZAW5,36997,target gene,No,25
-,J7KG79,-,target gene,No,7
-,Q8T8V2,-,target gene,No,10
elk-RA,C7LA62,-,target gene,No,7
Ugt35A1,Q9VGS9,41334,target gene,No,16
CR33947,A0A0S0WJP9,26067039,target gene,No,24
-,A9YH20,-,target gene,No,25
Gfat1,Q7PLC7,3354921,target gene,No,12
mip40,Q7K159,37215,target gene,No,25
ND-15,Q7K1C0,33179,target gene,No,32
Ttc7,Q7KN74,48387,target gene,No,32
-,Q9VNA4,40638,target gene,No,15
-,Q9W440,31541,target gene,No,10
-,Q8IRE4,317953,target gene,No,6
Dmel\CG33017,A0A0B4LGM7,36811,target gene,No,31
Dmel\CG9527,Q9VMD7,33898,target gene,No,20
